Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,12786,2023-11-14,-0.053827735,-0.142261552,-0.149361219,21,100
Market-Adjusted Model,12788,2023-11-14,-0.06593407,-0.152092591,-0.161467554,21,100
Market-Adjusted Model,12789,2023-11-14,-0.203292684,-0.258313028,-0.298826169,21,100
Market-Adjusted Model,12796,2023-11-14,0.1596948369,0.1127083631,0.0641613522,21,100
Market-Adjusted Model,12826,2023-11-14,0.1324191221,0.0349081346,0.0368856374,21,100
Market-Adjusted Model,12828,2023-11-14,0.0839012008,-0.009212415,-0.011632284,21,100
Market-Adjusted Model,12839,2023-11-14,0.1097318423,0.0146682197,0.0141983576,21,100
Market-Adjusted Model,12840,2023-11-14,0.2926208817,0.1774352734,0.197087397,21,100
Market-Adjusted Model,12841,2023-11-14,0.0534677028,-0.039088026,-0.042065782,21,100
Market-Adjusted Model,12842,2023-11-14,0.0594850028,-0.033832214,-0.036048482,21,100
Market-Adjusted Model,12844,2023-11-14,0.1048461898,0.0082890464,0.0093127051,21,100
Market-Adjusted Model,12847,2023-11-14,0.0684830066,-0.02460579,-0.027050478,21,100
Market-Adjusted Model,12852,2023-11-14,0.1349026182,0.039508369,0.0393691334,21,100
Market-Adjusted Model,12867,2023-11-14,0.0779974538,-0.015169357,-0.017536031,21,100
Market-Adjusted Model,12868,2023-11-14,0.1423790208,0.0443500281,0.0468455361,21,100
Market-Adjusted Model,12870,2023-11-14,0.0045984127,-0.087420476,-0.090935072,21,100
Market-Adjusted Model,12871,2023-11-14,0.2790697889,0.163520938,0.1835363041,21,100
Market-Adjusted Model,12872,2023-11-14,0.0093219923,-0.07905177,-0.086211492,21,100
Market-Adjusted Model,12874,2023-11-14,0.0392385551,-0.05333069,-0.05629493,21,100
Market-Adjusted Model,12875,2023-11-14,0.0662449957,-0.026906468,-0.029288489,21,100
Market-Adjusted Model,12876,2023-11-14,0.0511819577,-0.041350679,-0.044351527,21,100
Market-Adjusted Model,12877,2023-11-14,-0.166666705,-0.25015687,-0.26220019,21,100
Market-Adjusted Model,12880,2023-11-14,0.339100261,0.2257304361,0.2435667762,21,100
Market-Adjusted Model,12885,2023-11-14,0.0809152216,-0.013041331,-0.014618263,21,100
Market-Adjusted Model,12886,2023-11-14,0.2290075924,0.1235992264,0.1334741077,21,100
Market-Adjusted Model,12890,2023-11-14,0.782608623,0.6018796449,0.6870751382,21,100
Market-Adjusted Model,12895,2023-11-14,0.1562882456,0.056000224,0.0607547608,21,100
Market-Adjusted Model,12899,2023-11-14,0.1322981986,0.0332642904,0.0367647138,21,100
Market-Adjusted Model,12902,2023-11-14,0.0242689125,-0.067907896,-0.071264572,21,100
Market-Adjusted Model,12904,2023-11-14,0.0492202332,-0.043628506,-0.046313251,21,100
Market-Adjusted Model,12905,2023-11-14,-0.035257041,-0.12084513,-0.130790526,21,100
Market-Adjusted Model,12912,2023-11-14,0.0827067707,0.0234295919,-0.012826714,21,100
Market-Adjusted Model,12913,2023-11-14,0.5005512833,0.3334255932,0.4050177986,21,100
Market-Adjusted Model,12920,2023-11-14,0.0084180907,-0.082708225,-0.087115394,21,100
Market-Adjusted Model,12923,2023-11-14,0.1440489533,0.0447714154,0.0485154686,21,100
Market-Adjusted Model,12927,2023-11-14,0.0663171368,-0.012519305,-0.029216348,21,100
Market-Adjusted Model,12928,2023-11-14,-0.455056154,-0.589205885,-0.550589639,21,100
Market-Adjusted Model,12948,2023-11-14,0.0767449178,-0.017510124,-0.018788567,21,100
Market-Adjusted Model,12949,2023-11-14,0.0869191937,-0.007695128,-0.008614291,21,100
Market-Adjusted Model,12953,2023-11-14,0.1687499846,0.0679813411,0.0732164999,21,100
Market-Adjusted Model,12974,2023-11-14,0.0816268816,-0.012019236,-0.013906603,21,100
Market-Adjusted Model,12975,2023-11-14,0.097524945,0.0020776174,0.0019914603,21,100
Market-Adjusted Model,12978,2023-11-14,0.0295326536,-0.061724349,-0.066000831,21,100
Market-Adjusted Model,12979,2023-11-14,0.0131670136,-0.078849176,-0.082366471,21,100
Market-Adjusted Model,12980,2023-11-14,0.0236691839,-0.068433945,-0.071864301,21,100
Market-Adjusted Model,12981,2023-11-14,0.2246989469,0.1180292386,0.1291654621,21,100
Market-Adjusted Model,12982,2023-11-14,0.3715277374,0.2355544898,0.2759942527,21,100
Market-Adjusted Model,12991,2023-11-14,-0.053156095,-0.14581958,-0.14868958,21,100
Market-Adjusted Model,12994,2023-11-14,-0.097489492,-0.191242639,-0.193022977,21,100
Market-Adjusted Model,12996,2023-11-14,0.0403207985,-0.052263996,-0.055212686,21,100
Market-Adjusted Model,12997,2023-11-14,0.0742714106,-0.018444249,-0.021262074,21,100
Market-Adjusted Model,12998,2023-11-14,0.1634738069,0.0620427687,0.0679403222,21,100
Market-Adjusted Model,12999,2023-11-14,0.1107575972,0.0145791265,0.0152241125,21,100
Market-Adjusted Model,13000,2023-11-14,0.0127101619,-0.078093771,-0.082823323,21,100
Market-Adjusted Model,13001,2023-11-14,-0.013961592,-0.104112676,-0.109495077,21,100
Market-Adjusted Model,13002,2023-11-14,0.0336011693,-0.057665255,-0.061932315,21,100
Market-Adjusted Model,13006,2023-11-14,0.1218638584,0.0274472943,0.0263303737,21,100
Market-Adjusted Model,13007,2023-11-14,0.0566171413,-0.032086726,-0.038916343,21,100
Market-Adjusted Model,13016,2023-11-14,0.0795795914,-0.014420749,-0.015953893,21,100
Market-Adjusted Model,13019,2023-11-14,0.2044092201,0.1151140292,0.1088757354,21,100
Market-Adjusted Model,13023,2023-11-14,0.0507835182,-0.042118879,-0.044749967,21,100
Market-Adjusted Model,13024,2023-11-14,0.0457112518,-0.047055565,-0.049822233,21,100
Market-Adjusted Model,13025,2023-11-14,0.0510046996,-0.041805519,-0.044528785,21,100
Market-Adjusted Model,13026,2023-11-14,0.0557731069,-0.037222024,-0.039760378,21,100
Market-Adjusted Model,13027,2023-11-14,0.0610611825,-0.032399731,-0.034472302,21,100
Market-Adjusted Model,13029,2023-11-14,0.1932835533,0.0867302109,0.0977500686,21,100
Market-Adjusted Model,13030,2023-11-14,-0.419080116,-0.615847597,-0.5146136,21,100
Market-Adjusted Model,13031,2023-11-14,0.560733391,0.391627996,0.4651999063,21,100
Market-Adjusted Model,13032,2023-11-14,-0.399799932,-0.563247472,-0.495333416,21,100
Market-Adjusted Model,13033,2023-11-14,0.0611611645,-0.031852023,-0.03437232,21,100
Market-Adjusted Model,13034,2023-11-14,0.0244792266,-0.066031818,-0.071054258,21,100
Market-Adjusted Model,13035,2023-11-14,0.1632221128,0.0616021704,0.067688628,21,100
Market-Adjusted Model,13046,2023-11-14,-0.011618372,-0.083021702,-0.107151856,21,100
Market-Adjusted Model,13076,2023-11-14,0.0728159765,-0.020251633,-0.022717508,21,100
Market-Adjusted Model,13079,2023-11-14,-0.009450047,-0.084301003,-0.104983531,21,100
Market-Adjusted Model,13085,2023-11-14,-0.17547001,-0.273044032,-0.271003495,21,100
Market-Adjusted Model,13089,2023-11-14,0.1368116954,0.041968268,0.0412782106,21,100
Market-Adjusted Model,13092,2023-11-14,0.1556327296,0.0559653138,0.0600992448,21,100
Market-Adjusted Model,13102,2023-11-14,0.0410939755,-0.050862241,-0.054439509,21,100
Market-Adjusted Model,13103,2023-11-14,-0.047690738,-0.130562246,-0.143224223,21,100
Market-Adjusted Model,13105,2023-11-14,-0.012223589,-0.103016841,-0.107757073,21,100
Market-Adjusted Model,13108,2023-11-14,-0.099429544,-0.100209091,-0.194963029,21,100
Market-Adjusted Model,13111,2023-11-14,-0.168044114,-0.238767989,-0.263577599,21,100
Market-Adjusted Model,13114,2023-11-14,0.136509854,0.0380698954,0.0409763692,21,100
Market-Adjusted Model,13116,2023-11-14,-0.087352584,-0.178184848,-0.182886069,21,100
Market-Adjusted Model,13122,2023-11-14,0.1085799455,0.0129940278,0.0130464607,21,100
Market-Adjusted Model,13124,2023-11-14,-0.110203246,-0.200529813,-0.20573673,21,100
Market-Adjusted Model,13126,2023-11-14,0.0424161989,-0.049101363,-0.053117286,21,100
Market-Adjusted Model,13129,2023-11-14,-0.046297394,-0.136336649,-0.141830879,21,100
Market-Adjusted Model,13130,2023-11-14,0.0338325375,-0.05827111,-0.061700947,21,100
Market-Adjusted Model,13131,2023-11-14,0.0653516993,-0.027797553,-0.030181785,21,100
Market-Adjusted Model,13132,2023-11-14,0.1757755773,0.0724451188,0.0802420926,21,100
Market-Adjusted Model,13137,2023-11-14,0.0107194253,-0.081320613,-0.084814059,21,100
Market-Adjusted Model,13138,2023-11-14,0.0053593889,-0.086660744,-0.090174096,21,100
Market-Adjusted Model,13142,2023-11-14,-0.04341027,-0.134916617,-0.138943755,21,100
Market-Adjusted Model,13159,2023-11-14,0.205882268,0.384828653,0.1103487832,21,100
Market-Adjusted Model,13168,2023-11-14,0.2368784795,0.1356255195,0.1413449948,21,100
Market-Adjusted Model,13176,2023-11-14,0.0610590976,-0.03157658,-0.034474387,21,100
Market-Adjusted Model,13180,2023-11-14,-0.00571428,-0.093262671,-0.101247765,21,100
Market-Adjusted Model,13181,2023-11-14,0.1470723152,0.0489883785,0.0515388305,21,100
Market-Adjusted Model,13182,2023-11-14,0.0944773671,-0.001051466,-0.001056118,21,100
Market-Adjusted Model,13188,2023-11-14,0.0457022835,-0.045679705,-0.049831201,21,100
Market-Adjusted Model,13189,2023-11-14,0.0658790933,-0.027511039,-0.029654391,21,100
Market-Adjusted Model,13190,2023-11-14,0.0548127498,-0.038012508,-0.040720735,21,100
Market-Adjusted Model,13193,2023-11-14,-0.054716621,-0.147880303,-0.150250105,21,100
Market-Adjusted Model,13196,2023-11-14,0.0437828352,-0.040850188,-0.05175065,21,100
Market-Adjusted Model,13198,2023-11-14,0.0246674532,-0.066433612,-0.070866031,21,100
Market-Adjusted Model,13202,2023-11-14,0.0289389601,-0.050993594,-0.066594525,21,100
Market-Adjusted Model,13206,2023-11-14,0.0659233921,-0.025276165,-0.029610093,21,100
Market-Adjusted Model,13210,2023-11-14,0.231456257,0.1227829296,0.1359227723,21,100
Market-Adjusted Model,13211,2023-11-14,0.1172803083,0.0206048354,0.0217468236,21,100
Market-Adjusted Model,13214,2023-11-14,0.1200514832,0.0227799611,0.0245179985,21,100
Market-Adjusted Model,13217,2023-11-14,0.0987702543,0.0034321232,0.0032367696,21,100
Market-Adjusted Model,13219,2023-11-14,0.060790898,-0.03263685,-0.034742587,21,100
Market-Adjusted Model,13220,2023-11-14,0.0373443535,-0.053494794,-0.058189131,21,100
Market-Adjusted Model,13221,2023-11-14,0.0649831646,-0.027974697,-0.03055032,21,100
Market-Adjusted Model,13228,2023-11-14,0.0579269911,-0.034749883,-0.037606494,21,100
Market-Adjusted Model,13229,2023-11-14,0.0913748658,-0.003423805,-0.004158619,21,100
Market-Adjusted Model,13230,2023-11-14,0.1366180614,0.0425723297,0.0410845767,21,100
Market-Adjusted Model,13233,2023-11-14,0.09111108,0.0004188812,-0.004422405,21,100
Market-Adjusted Model,13234,2023-11-14,-0.012892816,-0.103471626,-0.108426301,21,100
Market-Adjusted Model,13235,2023-11-14,0.0132763154,-0.077905505,-0.082257169,21,100
Market-Adjusted Model,13236,2023-11-14,0.0747415811,-0.017894819,-0.020791904,21,100
Market-Adjusted Model,13240,2023-11-14,0.0369005339,-0.055553571,-0.058632951,21,100
Market-Adjusted Model,13241,2023-11-14,0.0621541394,-0.031335767,-0.033379345,21,100
Market-Adjusted Model,13242,2023-11-14,0.0296728435,-0.062653457,-0.065860641,21,100
Market-Adjusted Model,13244,2023-11-14,-0.032561754,-0.119660174,-0.128095238,21,100
Market-Adjusted Model,13245,2023-11-14,0.0826103569,-0.010923651,-0.012923128,21,100
Market-Adjusted Model,13246,2023-11-14,0.100713305,0.0049337934,0.0051798203,21,100
Market-Adjusted Model,13249,2023-11-14,0.5719777767,0.4030454119,0.4764442919,21,100
Market-Adjusted Model,13252,2023-11-14,0.0902366149,-0.004860625,-0.00529687,21,100
Market-Adjusted Model,13253,2023-11-14,-0.087062628,-0.177194643,-0.182596113,21,100
Market-Adjusted Model,13254,2023-11-14,0.1122524951,0.0157207063,0.0167190104,21,100
Market-Adjusted Model,13260,2023-11-14,-0.163879603,-0.259733327,-0.259413088,21,100
Market-Adjusted Model,13268,2023-11-14,0.0593866592,-0.033046569,-0.036146826,21,100
Market-Adjusted Model,13273,2023-11-14,0.0574583794,-0.035674246,-0.038075105,21,100
Market-Adjusted Model,13278,2023-11-14,0.4649089471,0.3500319214,0.3693754624,21,100
Market-Adjusted Model,13279,2023-11-14,-0.27058138,-0.363606892,-0.366114865,21,100
Market-Adjusted Model,13284,2023-11-14,0.0494102409,-0.041938944,-0.046123244,21,100
Market-Adjusted Model,13286,2023-11-14,0.099099678,0.0306147326,0.0035661933,21,100
Market-Adjusted Model,13293,2023-11-14,0.11480894,0.0179390575,0.0192754553,21,100
Market-Adjusted Model,13296,2023-11-14,0.13745661,0.0381973881,0.0419231253,21,100
Market-Adjusted Model,13300,2023-11-14,0.0488398815,-0.044056113,-0.046693603,21,100
Market-Adjusted Model,13301,2023-11-14,-0.267088299,-0.386308945,-0.362621783,21,100
Market-Adjusted Model,13302,2023-11-14,-0.109324021,-0.191201165,-0.204857506,21,100
Market-Adjusted Model,13303,2023-11-14,0.0677617937,-0.020236313,-0.027771691,21,100
Market-Adjusted Model,13305,2023-11-14,0.1373003192,0.040768808,0.0417668345,21,100
Market-Adjusted Model,13308,2023-11-14,0.040412178,-0.052223531,-0.055121307,21,100
Market-Adjusted Model,13310,2023-11-14,0.0027396862,-0.088640935,-0.092793799,21,100
Market-Adjusted Model,13315,2023-11-14,0.1363952741,0.0459798722,0.0408617894,21,100
Market-Adjusted Model,13318,2023-11-14,0.0464724401,-0.043091093,-0.049061045,21,100
Market-Adjusted Model,13321,2023-11-14,0.0200501717,-0.062080403,-0.075483313,21,100
Market-Adjusted Model,13322,2023-11-14,0.0402907996,-0.052151676,-0.055242685,21,100
Market-Adjusted Model,13323,2023-11-14,0.2834985344,0.1758009672,0.1879650497,21,100
Market-Adjusted Model,13324,2023-11-14,-0.02970295,-0.107752698,-0.125236434,21,100
Market-Adjusted Model,13325,2023-11-14,0.0358306629,-0.055338651,-0.059702822,21,100
Market-Adjusted Model,13326,2023-11-14,0.1892084438,0.0865729515,0.0936749591,21,100
Market-Adjusted Model,13328,2023-11-14,0.3013529862,0.1860101063,0.2058195015,21,100
Market-Adjusted Model,13332,2023-11-14,0.1173184606,0.0246336828,0.0217849759,21,100
Market-Adjusted Model,13337,2023-11-14,-0.004564141,-0.085622463,-0.100097625,21,100
Market-Adjusted Model,13341,2023-11-14,0.0513251678,-0.041156853,-0.044208317,21,100
Market-Adjusted Model,13343,2023-11-14,-0.02077434,-0.108026134,-0.116307825,21,100
Market-Adjusted Model,13344,2023-11-14,0.1028732169,0.0071549681,0.0073397322,21,100
Market-Adjusted Model,13345,2023-11-14,0.0532015876,-0.039781591,-0.042331897,21,100
Market-Adjusted Model,13348,2023-11-14,0.0678954026,-0.025948826,-0.027638082,21,100
Market-Adjusted Model,13350,2023-11-14,-0.073275819,-0.164234625,-0.168809304,21,100
Market-Adjusted Model,13351,2023-11-14,0.1356113755,0.0384294091,0.0400778908,21,100
Market-Adjusted Model,13353,2023-11-14,0.0823260508,-0.011938689,-0.013207434,21,100
Market-Adjusted Model,13356,2023-11-14,0.0970328106,0.0031262131,0.0014993259,21,100
Market-Adjusted Model,13357,2023-11-14,0.0846660468,-0.009833125,-0.010867438,21,100
Market-Adjusted Model,13360,2023-11-14,0.0365019408,-0.055416522,-0.059031544,21,100
Market-Adjusted Model,13361,2023-11-14,0.0702791255,-0.023460513,-0.025254359,21,100
Market-Adjusted Model,13364,2023-11-14,0.0668515469,-0.026657019,-0.028681938,21,100
Market-Adjusted Model,13366,2023-11-14,-0.084311882,-0.174595175,-0.179845367,21,100
Market-Adjusted Model,13369,2023-11-14,0.5235628388,0.4023215554,0.4280293541,21,100
Market-Adjusted Model,13376,2023-11-14,0.0491802818,-0.039572076,-0.046353203,21,99
Market-Adjusted Model,13379,2023-11-14,0.0230978874,-0.068695841,-0.072435597,21,100
Market-Adjusted Model,13380,2023-11-14,0.1327602049,0.0349679999,0.0372267202,21,100
Market-Adjusted Model,13386,2023-11-14,0.0475145626,-0.045385929,-0.048018922,21,100
Market-Adjusted Model,13387,2023-11-14,0.0751046976,-0.016518607,-0.020428787,21,100
Market-Adjusted Model,13393,2023-11-14,0.116740314,0.020545058,0.0212068292,21,100
Market-Adjusted Model,13399,2023-11-14,0.081249957,-0.010548145,-0.014283528,21,100
Market-Adjusted Model,13401,2023-11-14,0.0500545021,-0.040154113,-0.045478983,21,100
Market-Adjusted Model,13403,2023-11-14,0.045233818,-0.029365628,-0.050299667,21,100
Market-Adjusted Model,13405,2023-11-14,0.254907756,0.1401325577,0.1593742713,21,100
Market-Adjusted Model,13407,2023-11-14,0.0976012967,0.0031126099,0.002067812,21,100
Market-Adjusted Model,13410,2023-11-14,0.1405588299,0.0477990718,0.0450253452,21,100
Market-Adjusted Model,13411,2023-11-14,0.0900901098,0.0397496287,-0.005443375,21,100
Market-Adjusted Model,13412,2023-11-14,-0.162790761,-0.224140104,-0.258324246,21,100
Market-Adjusted Model,13428,2023-11-14,0.0747752054,-0.018657352,-0.020758279,21,100
Market-Adjusted Model,13429,2023-11-14,0.0532656976,-0.035843944,-0.042267787,21,100
Market-Adjusted Model,13431,2023-11-14,0.1276210124,0.0310719768,0.0320875277,21,100
Market-Adjusted Model,13436,2023-11-14,0.0454545658,-0.046642488,-0.050078919,21,100
Market-Adjusted Model,13437,2023-11-14,0.0884791851,-0.005735759,-0.0070543,21,100
Market-Adjusted Model,13439,2023-11-14,0.0860942214,-0.00387436,-0.009439263,21,100
Market-Adjusted Model,13441,2023-11-14,0.1092245526,0.0125486042,0.0136910679,21,100
Market-Adjusted Model,13446,2023-11-14,0.0525080007,-0.040552971,-0.043025484,21,100
Market-Adjusted Model,13447,2023-11-14,0.1941640306,0.0873589899,0.0986305459,21,100
Market-Adjusted Model,13452,2023-11-14,0.2102307118,0.1090867718,0.1146972271,21,100
Market-Adjusted Model,13455,2023-11-14,0.1935483903,0.112463488,0.0980149055,21,100
Market-Adjusted Model,13501,2023-11-14,0.1010372372,0.0054399716,0.0055037525,21,100
Market-Adjusted Model,13503,2023-11-14,0.0946184798,-0.000405371,-0.000915005,21,100
Market-Adjusted Model,13505,2023-11-14,0.0797305384,-0.01441577,-0.015802946,21,100
Market-Adjusted Model,13508,2023-11-14,0.5011498439,0.3444877721,0.4056163592,21,100
Market-Adjusted Model,13510,2023-11-14,0.08165988,-0.012850992,-0.013873605,21,100
Market-Adjusted Model,13511,2023-11-14,0.2111087822,0.1070062909,0.1155752974,21,100
Market-Adjusted Model,13512,2023-11-14,0.0818865122,-0.010956432,-0.013646973,21,100
Market-Adjusted Model,13519,2023-11-14,-0.037726974,-0.12727926,-0.133260459,21,100
Market-Adjusted Model,13520,2023-11-14,0.0620689592,-0.029461179,-0.033464526,21,100
Market-Adjusted Model,13527,2023-11-14,0.0908352884,-0.001788878,-0.004698196,21,100
Market-Adjusted Model,13528,2023-11-14,0.0561820335,-0.033246805,-0.039351451,21,100
Market-Adjusted Model,13534,2023-11-14,0.1434667036,0.047825109,0.0479332189,21,100
Market-Adjusted Model,13539,2023-11-14,0.080185999,-0.014275405,-0.015347486,21,100
Market-Adjusted Model,13543,2023-11-14,-0.016454586,-0.10542805,-0.111988071,21,100
Market-Adjusted Model,13545,2023-11-14,0.0827885888,-0.006236016,-0.012744896,21,100
Market-Adjusted Model,13547,2023-11-14,0.0728182036,-0.014512929,-0.022715281,21,100
Market-Adjusted Model,13548,2023-11-14,0.0127928771,-0.076152351,-0.082740608,21,100
Market-Adjusted Model,13555,2023-11-14,0.0645900604,-0.028664192,-0.030943424,21,100
Market-Adjusted Model,13559,2023-11-14,0.3136363841,0.2067731421,0.2181028994,21,100
Market-Adjusted Model,13561,2023-11-14,0.0329730972,-0.057505578,-0.062560388,21,100
Market-Adjusted Model,13562,2023-11-14,0.1192930699,0.0218707853,0.0237595852,21,100
Market-Adjusted Model,13563,2023-11-14,0.2601941112,0.1516279087,0.1646606264,21,100
Market-Adjusted Model,13568,2023-11-14,0.0737840647,-0.020403908,-0.02174942,21,100
Market-Adjusted Model,13570,2023-11-14,0.0485526466,-0.044153,-0.046980838,21,100
Market-Adjusted Model,13571,2023-11-14,-0.02456772,-0.11429081,-0.120101205,21,100
Market-Adjusted Model,13572,2023-11-14,0.0663344359,-0.026793138,-0.029199049,21,100
Market-Adjusted Model,13575,2023-11-14,0.0868037588,-0.007761979,-0.008729726,21,100
